# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun  6 20:26:53 2024
#
# User preference: *
#
# CONSTRAINT:  order by pl_insol desc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN disposition:    Archive Disposition
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_kepmag:      Kepler Magnitude
#
pl_name,hostname,disposition,pl_orbper,pl_orbsmax,pl_rade,pl_insol,pl_eqt,pl_trandur,st_teff,st_rad,st_mass,st_met,st_logg,sy_dist,sy_kepmag
EPIC 210394706.01,EPIC 210394706,CANDIDATE,15.08180000,,1.830,,,3.1920000,,0.51,,,,161.5030000,14.050
EPIC 210389383.01,EPIC 210389383,CANDIDATE,14.08549000,,21.100,,,6.3619200,5970.00,1.32,,,4.16,511.3210000,12.752
EPIC 210384192.01,EPIC 210384192,CANDIDATE,2.92370000,,2.570,,,1.4880000,,0.57,,,,386.4660000,15.072
EPIC 210371175.01,EPIC 210371175,CANDIDATE,11.32560000,,2.180,,,4.8000000,,1.04,,,,349.7700000,12.960
EPIC 210365511.01,EPIC 210365511,CANDIDATE,3.95197100,,8.446,,,,4672.00,0.69,,-0.100,4.63,,12.439
EPIC 209286622.01,EPIC 209286622,CANDIDATE,6.71694000,,39.000,,,3.3799200,5267.00,0.82,,,4.55,1887.9700000,
EPIC 209036259.01,EPIC 209036259,CANDIDATE,0.36918100,,16.500,,,0.7392000,6020.00,2.22,,,3.76,3834.4400000,
EPIC 208833261.01,EPIC 208833261,CANDIDATE,3.47451000,,10.600,,,4.2000000,7143.00,1.83,,,4.12,1490.4900000,
EPIC 208445756.01,EPIC 208445756,CANDIDATE,22.48440000,,79.000,,,6.6909600,6173.00,1.15,,,4.35,1907.7000000,
EPIC 207739861.01,EPIC 207739861,CANDIDATE,1.81449000,,27.000,,,2.5920000,5614.00,0.92,,,4.49,3435.3800000,
EPIC 207517400.01,EPIC 207517400,FALSE POSITIVE,6.38780000,,65.000,,,3.6504000,6668.00,1.25,,,4.33,1612.1200000,
EPIC 207389002.01,EPIC 207389002,CANDIDATE,2.93122600,,90.000,,,4.7488800,6097.00,1.12,,,4.37,2491.3800000,
EPIC 206543223.01,EPIC 206543223,CANDIDATE,17.81188000,,21.600,,,3.1200000,5554.00,0.93,,,4.49,241.8400000,11.487
EPIC 206543223.01,EPIC 206543223,CANDIDATE,17.81286600,,22.500,,,3.1600000,5613.00,0.92,,,,241.8400000,11.487
EPIC 206543223.01,EPIC 206543223,CANDIDATE,17.80345864,,,,,3.2010000,5561.99,1.16,0.98,-0.010,4.30,241.8400000,11.487
EPIC 206535016.01,EPIC 206535016,CANDIDATE,20.39970000,,2.650,,,1.6488000,,0.78,,,,157.9170000,11.644
EPIC 206535016.01,EPIC 206535016,CANDIDATE,20.39807100,,2.579,,,,5199.00,0.78,,-0.170,4.52,157.9170000,11.644
EPIC 206535016.01,EPIC 206535016,CANDIDATE,20.39814700,,2.930,,,2.0700000,5399.00,0.85,,,,157.9170000,11.644
EPIC 206532093.01,EPIC 206532093,CANDIDATE,2.20218680,,56.500,,,6.2700000,5695.00,0.96,,,,444.1340000,11.561
EPIC 206500801.01,EPIC 206500801,CANDIDATE,8.15306759,,,,,4.4770000,5445.00,1.71,0.95,,3.95,399.3980000,12.187
EPIC 206476150.01,EPIC 206476150,CANDIDATE,12.19649000,,2.230,,,1.9272000,,1.06,,,,291.3390000,12.241
EPIC 206468053.01,EPIC 206468053,CANDIDATE,27.83714600,,5.149,,,7.4000000,4241.00,0.64,0.74,-0.335,4.70,541.5100000,16.049
EPIC 206439513.01,EPIC 206439513,CANDIDATE,18.41512600,,69.443,,,,6211.00,3.47,,-0.250,3.56,591.1700000,11.437
EPIC 206439513.01,EPIC 206439513,CANDIDATE,18.40611800,,5.200,,,12.0400000,6684.00,1.84,,,,591.1700000,11.437
EPIC 206417197.01,EPIC 206417197,CANDIDATE,0.44218500,,2.020,,,1.5600000,,0.75,,,,294.8950000,13.352
EPIC 206417197.01,EPIC 206417197,CANDIDATE,0.44214967,,1.320,,,1.0600000,4977.00,0.76,,,,294.8950000,13.352
EPIC 206417197.01,EPIC 206417197,CANDIDATE,0.44209400,,1.160,,,,5007.00,0.77,,-0.063,4.59,294.8950000,13.352
EPIC 206414361.01,EPIC 206414361,CANDIDATE,3.47722000,,1.530,,,2.0880000,,0.56,,,,152.5410000,14.694
EPIC 206403979.01,EPIC 206403979,CANDIDATE,23.80390000,,12.000,,,2.5800000,4840.00,0.48,,,4.81,1854.5400000,18.642
EPIC 206369173.01,EPIC 206369173,CANDIDATE,2.01872500,,91.000,,,2.2344000,,14.96,,,,1991.3200000,11.401
EPIC 206360885.02,EPIC 206360885,CANDIDATE,1.49462000,,1.800,,,1.8480000,,0.59,,,,208.6730000,15.303
EPIC 206360885.01,EPIC 206360885,CANDIDATE,12.44040000,,2.720,,,3.9840000,,0.59,,,,208.6730000,15.303
EPIC 206358352.01,EPIC 206358352,CANDIDATE,1.13666000,,3.180,,,1.2480000,,1.72,,,,796.8970000,12.961
EPIC 206344313.01,EPIC 206344313,CANDIDATE,5.23189000,,3.620,,,2.2800000,,0.63,,,,324.3200000,16.020
EPIC 206329937.01,EPIC 206329937,CANDIDATE,10.49927000,,1.430,,,2.7840000,,0.60,,,,157.8210000,11.791
EPIC 206317286 c,EPIC 206317286,CONFIRMED,17.51250000,,2.150,,,3.9360000,,0.67,,,,314.3500000,13.806
EPIC 206317286 c,EPIC 206317286,CONFIRMED,17.51547200,,2.094,,,,4752.00,0.76,0.83,0.019,4.60,314.3500000,13.806
EPIC 206317286 c,EPIC 206317286,CONFIRMED,17.50166200,,2.630,,,4.1500000,4749.00,0.73,,,,314.3500000,13.806
EPIC 206317286 b,EPIC 206317286,CONFIRMED,1.58252000,,0.960,,,,,,0.71,,,314.3500000,13.806
EPIC 206317286 b,EPIC 206317286,CONFIRMED,1.58316000,,1.220,,,1.7520000,,0.67,,,,314.3500000,13.806
EPIC 206315178.01,EPIC 206315178,CANDIDATE,0.31768280,,11.900,,,0.8184000,,0.94,,,,829.8600000,16.359
EPIC 206312951.01,EPIC 206312951,CANDIDATE,1.53396660,,1.470,,,1.0400000,3757.00,0.52,,,,144.9430000,14.497
EPIC 206312951.01,EPIC 206312951,CANDIDATE,1.53402000,,1.130,,,,3698.00,0.52,0.52,,4.72,144.9430000,14.497
EPIC 206311743.01,EPIC 206311743,CANDIDATE,4.31444335,,,,,7.1320000,4952.00,2.26,,,,656.6650000,12.922
EPIC 206298289.01,EPIC 206298289,CANDIDATE,0.43483200,,0.960,,,0.8952000,,0.33,,,,150.2770000,14.688
EPIC 206298289.01,EPIC 206298289,CANDIDATE,0.43482700,,1.620,,,,3724.00,0.50,,0.017,4.94,150.2770000,14.688
EPIC 206298289.01,EPIC 206298289,CANDIDATE,0.43483590,,1.590,,,0.7300000,3714.00,0.50,,,,150.2770000,14.688
EPIC 206268084.01,EPIC 206268084,CANDIDATE,8.45320000,,2.660,,,3.4800000,,1.04,,,,763.7710000,14.362
EPIC 206267115.01,EPIC 206267115,FALSE POSITIVE,1.35823000,,1.440,,,12.3120000,5675.00,0.95,,,4.45,482.4420000,13.049
EPIC 206262341.01,EPIC 206262341,CANDIDATE,36.93210000,,2.980,,,6.1032000,,0.95,,,,364.3350000,12.539
EPIC 206260577.01,EPIC 206260577,CANDIDATE,1.98211600,,35.000,,,1.6032000,,2.05,,,,754.7810000,12.766
EPIC 206226146.01,EPIC 206226146,CANDIDATE,11.63547000,,2.600,,,2.3040000,,0.89,,,,387.0090000,13.464
EPIC 206215704.01,EPIC 206215704,CANDIDATE,0.62309386,,2.520,,,0.5700000,4231.00,0.65,,,,109.8880000,15.598
EPIC 206215704.01,EPIC 206215704,CANDIDATE,3.11594000,,1.590,,,0.9840000,,0.37,,,,109.8880000,15.598
EPIC 206215704 b,EPIC 206215704,CONFIRMED,2.25543600,,1.000,,,,3297.00,0.25,,-0.330,4.90,109.8880000,15.598
EPIC 206215704 b,EPIC 206215704,CONFIRMED,2.25558000,,2.000,,,0.9840000,,0.37,,,,109.8880000,15.598
EPIC 206215704 b,EPIC 206215704,CONFIRMED,2.25372000,,0.900,,,,,,0.41,,,109.8880000,15.598
EPIC 206208956.01,EPIC 206208956,CANDIDATE,5.01038000,,4.280,,,0.8376000,,1.53,,,,591.7740000,12.615
EPIC 206192335.01,EPIC 206192335,CANDIDATE,3.59906660,,1.620,,,1.7800000,5107.00,0.78,,,,186.8440000,11.870
EPIC 206192335.01,EPIC 206192335,CANDIDATE,3.59912000,,1.460,,,1.6771200,5518.00,0.82,,,4.56,186.8440000,11.870
EPIC 206192335.01,EPIC 206192335,CANDIDATE,3.59922000,,1.630,,,1.8960000,,0.81,,,,186.8440000,11.870
EPIC 206192335.01,EPIC 206192335,CANDIDATE,3.59905000,,1.588,,,,5459.00,0.83,,-0.150,4.59,186.8440000,11.870
EPIC 206175552.01,EPIC 206175552,CANDIDATE,6.57986525,,,,,1.2250000,5874.00,1.68,1.06,,4.01,857.0950000,13.303
EPIC 206169375.01,EPIC 206169375,CANDIDATE,0.36747226,,3.320,,,0.6900000,6205.00,1.29,,,,521.3110000,12.559
EPIC 206169375.01,EPIC 206169375,CANDIDATE,0.36745300,,2.550,,,,6167.00,0.95,,-0.168,4.16,521.3110000,12.559
EPIC 206169375.01,EPIC 206169375,CANDIDATE,0.36747300,,3.555,,,,6060.00,1.26,,-0.080,4.19,521.3110000,12.559
EPIC 206169375.01,EPIC 206169375,CANDIDATE,0.36746450,,3.900,,,0.8376000,,1.18,,,,521.3110000,12.559
EPIC 206169157.02,EPIC 206169157,CANDIDATE,,,31.100,,,10.7040000,,1.76,,,,308.9810000,10.374
EPIC 206169157.01,EPIC 206169157,CANDIDATE,,,7.720,,,5.5920000,,1.76,,,,308.9810000,10.374
EPIC 206159027.02,K2-68,CANDIDATE,20.67140000,,1.470,,,2.4720000,,0.66,,,,168.6520000,12.597
EPIC 206155922.01,EPIC 206155922,CANDIDATE,4.00932000,,1.080,,,1.8960000,,0.68,,,,215.1360000,12.848
EPIC 206152015.01,EPIC 206152015,CANDIDATE,0.80858305,,,,,2.1990000,6151.80,2.31,,-0.810,,292.8280000,11.316
EPIC 206151047.01,EPIC 206151047,CANDIDATE,0.35840528,,1.920,,,0.6300000,5862.00,1.04,,,,612.0270000,13.432
EPIC 206151047.01,EPIC 206151047,CANDIDATE,0.35837800,,1.650,,,,5928.00,0.89,,-0.169,4.25,612.0270000,13.432
EPIC 206151047.01,EPIC 206151047,CANDIDATE,0.35840610,,2.660,,,0.9840000,,1.03,,,,612.0270000,13.432
EPIC 206135682.04,K2-368,CANDIDATE,37.82700000,,1.420,,,3.4080000,,0.58,,,,206.6080000,13.213
EPIC 206135267.01,HIP 109695 A,CANDIDATE,2.57308800,,34.000,,,2.2140000,5165.00,2.50,,,3.68,48.3153000,9.225
EPIC 206135267.01,HIP 109695 A,CANDIDATE,2.57301870,,17.200,,,2.6700000,4488.00,0.69,,,,48.3153000,9.225
EPIC 206135170.01,EPIC 206135170,CANDIDATE,2.59824000,,7.700,,,1.0440000,,0.79,,,,730.6960000,16.166
EPIC 206135075.01,EPIC 206135075,CANDIDATE,54.97602100,,39.100,,,5.9000000,6333.00,1.41,,,,585.9610000,11.888
EPIC 206133795.01,EPIC 206133795,CANDIDATE,13.85430000,,3.180,,,5.0400000,,1.85,,,,379.3380000,11.631
EPIC 206114630.01,EPIC 206114630,CANDIDATE,7.44487540,,2.110,,,1.0300000,5132.00,0.78,,,,103.6250000,11.032
EPIC 206114630.01,EPIC 206114630,CANDIDATE,7.44502600,,2.281,,,,5277.00,0.83,,0.120,4.65,103.6250000,11.032
EPIC 206114294.01,EPIC 206114294,CANDIDATE,3.29189700,,3.390,,,1.0310400,3850.00,0.40,,,4.88,322.9700000,15.737
EPIC 206114294.01,EPIC 206114294,CANDIDATE,3.29205980,,4.540,,,1.1400000,3764.00,0.52,,,,322.9700000,15.737
EPIC 206114294.01,EPIC 206114294,CANDIDATE,3.29201300,,5.760,,,1.1040000,,0.67,,,,322.9700000,15.737
EPIC 206065006.01,EPIC 206065006,FALSE POSITIVE,25.27680000,,25.000,,,2.7096000,4215.00,0.52,,,4.76,467.2980000,16.473
EPIC 206061524.01,EPIC 206061524,CANDIDATE,5.87982900,,6.970,,,2.5296000,,0.70,,,,282.6020000,14.443
EPIC 206061524.01,EPIC 206061524,CANDIDATE,5.87970000,,,,,2.2320000,4111.00,0.81,0.64,,4.43,282.6020000,14.443
EPIC 206061524.01,EPIC 206061524,CANDIDATE,5.87975000,,3.760,,,2.4379200,4056.00,0.39,,,4.88,282.6020000,14.443
EPIC 206061524.01,EPIC 206061524,CANDIDATE,5.87913354,,,,,2.4270000,4111.00,0.81,0.64,,4.43,282.6020000,14.443
EPIC 206061524.01,EPIC 206061524,CANDIDATE,5.87961230,,6.500,,,2.5300000,4089.00,0.62,,,,282.6020000,14.443
EPIC 206056433.01,EPIC 206056433,CANDIDATE,28.56499400,,2.250,,,3.9200000,4418.00,0.68,,,,,13.251
EPIC 206049452.01,EPIC 206049452,CANDIDATE,14.45449500,,2.210,,,2.2100000,4521.00,0.70,,,,158.7680000,13.130
EPIC 206047055.01,EPIC 206047055,CANDIDATE,4.10290000,,2.280,,,5.0880000,,1.98,,,,569.8220000,12.511
EPIC 206042996 c,EPIC 206042996,CONFIRMED,0.35488400,,1.200,,,,4114.00,0.50,,0.006,4.80,451.7690000,16.061
EPIC 206042996 c,EPIC 206042996,CONFIRMED,0.35490972,,1.450,,,1.0700000,3893.00,0.57,,,,451.7690000,16.061
EPIC 206042996 b,EPIC 206042996,CONFIRMED,5.29711000,,1.620,,,,,,0.56,,,451.7690000,16.061
EPIC 206042996 b,EPIC 206042996,CONFIRMED,5.29860000,,1.700,,,,4114.00,0.50,,0.006,4.80,451.7690000,16.061
EPIC 206042996 b,EPIC 206042996,CONFIRMED,5.29853000,,3.320,,,3.1440000,,0.67,,,,451.7690000,16.061
EPIC 206036749.01,EPIC 206036749,CANDIDATE,1.13131600,,4.600,,,0.8659200,6292.00,1.32,,,4.27,432.4650000,13.008
EPIC 206036749.01,EPIC 206036749,CANDIDATE,1.13130500,,3.930,,,1.2360000,,1.12,,,,432.4650000,13.008
EPIC 206032309.01,EPIC 206032309,CANDIDATE,4.11076340,,1.010,,,1.3100000,2989.00,0.18,,,,161.3650000,15.782
EPIC 206032309 b,EPIC 206032309,CONFIRMED,2.87814000,,1.010,,,,,,0.22,,,161.3650000,15.782
EPIC 206031623.01,EPIC 206031623,CANDIDATE,9.94870000,,1.480,,,3.6480000,,1.14,,,,322.5250000,11.822
EPIC 206029450.01,EPIC 206029450,CANDIDATE,4.23119000,,2.170,,,2.1600000,,0.52,,,,336.8840000,15.504
EPIC 206029450.01,EPIC 206029450,CANDIDATE,4.23049590,,2.560,,,2.0800000,4335.00,0.67,,,,336.8840000,15.504
EPIC 206029242.01,EPIC 206029242,CANDIDATE,5.65050000,,1.330,,,2.6400000,,1.01,,,,271.3950000,11.896
EPIC 206028176.01,EPIC 206028176,CANDIDATE,9.38053000,,2.890,,,5.1600000,,1.41,,,,543.3490000,12.244
EPIC 206028176.01,EPIC 206028176,CANDIDATE,9.38134020,,2.860,,,4.8800000,6305.00,1.39,,,,543.3490000,12.244
EPIC 206028176.01,EPIC 206028176,CANDIDATE,9.38260000,,2.390,,,4.7112000,6377.00,1.38,,,4.22,543.3490000,12.244
EPIC 206024342 d,EPIC 206024342,CONFIRMED,14.64154100,,2.940,,,4.6700000,5648.00,0.94,,,,369.8880000,13.046
EPIC 206024342 d,EPIC 206024342,CONFIRMED,14.64350000,,2.520,,,4.0080000,,0.82,,,,369.8880000,13.046
EPIC 206024342 d,EPIC 206024342,CONFIRMED,14.64753100,,2.600,,,,5724.00,1.10,,-0.220,4.50,369.8880000,13.046
EPIC 206024342 d,EPIC 206024342,CONFIRMED,14.63700000,,4.000,,,3.7104000,6438.00,1.50,,,4.20,369.8880000,13.046
EPIC 206024342 c,EPIC 206024342,CONFIRMED,0.91172400,,1.400,,,,5724.00,1.10,,-0.220,4.50,369.8880000,13.046
EPIC 206024342 c,EPIC 206024342,CONFIRMED,0.91161800,,1.160,,,1.4160000,,0.82,,,,369.8880000,13.046
EPIC 206024342 c,EPIC 206024342,CONFIRMED,0.91165670,,1.350,,,1.6900000,5648.00,0.94,,,,369.8880000,13.046
EPIC 206024342 b,EPIC 206024342,CONFIRMED,4.50756000,,1.700,,,,,,0.93,,,369.8880000,13.046
EPIC 206024342 b,EPIC 206024342,CONFIRMED,4.50717000,,1.440,,,2.1840000,,0.82,,,,369.8880000,13.046
EPIC 206011849.01,EPIC 206011849,CANDIDATE,10.36310000,,1.640,,,2.5920000,,0.61,,,,302.0590000,14.439
EPIC 205999468.01,EPIC 205999468,CANDIDATE,12.26422000,,2.220,,,1.6800000,,0.76,,,,243.7560000,12.932
EPIC 205999468.01,EPIC 205999468,CANDIDATE,12.25823207,,,,,1.1170000,5038.00,0.76,0.84,,4.60,243.7560000,12.932
EPIC 205999468.01,EPIC 205999468,CANDIDATE,12.26335400,,2.160,,,1.4600000,4980.00,0.76,,,,243.7560000,12.932
EPIC 205999468.01,EPIC 205999468,CANDIDATE,12.26310000,,1.870,,,1.2792000,5106.00,0.72,,,4.60,243.7560000,12.932
EPIC 205998649.01,EPIC 205998649,CANDIDATE,8.39580000,,3.950,,,6.6960000,,2.00,,,,869.2120000,13.256
EPIC 205996447.01,EPIC 205996447,CANDIDATE,0.80032756,,21.300,,,2.0000000,4028.00,0.61,,,,450.9050000,15.262
EPIC 205990339.01,EPIC 205990339,FALSE POSITIVE,19.44189900,,4.150,,,2.3300000,2601.00,0.11,,,,,16.768
EPIC 205990339.01,EPIC 205990339,FALSE POSITIVE,19.44212000,,22.000,,,2.2790400,3864.00,0.35,,,4.91,,16.768
EPIC 205981465.01,EPIC 205981465,CANDIDATE,6.37733000,,0.760,,,1.5840000,,0.26,,,,,16.579
EPIC 205976958.01,EPIC 205976958,CANDIDATE,2.31803000,,2.340,,,1.7280000,,0.59,,,,265.0080000,15.557
EPIC 205976958.01,EPIC 205976958,CANDIDATE,2.31814660,,2.900,,,1.8900000,4343.00,0.67,,,,265.0080000,15.557
EPIC 205969319.01,EPIC 205969319,CANDIDATE,6.47560000,,1.850,,,3.4800000,,1.34,,,,559.2230000,12.738
EPIC 205962305.01,EPIC 205962305,CANDIDATE,1.88282000,,2.600,,,4.0080000,,0.26,,,,,16.531
EPIC 205957328.01,EPIC 205957328,CANDIDATE,14.35330000,,2.180,,,3.2640000,,0.85,,,,222.9960000,12.464
EPIC 205957328.01,EPIC 205957328,CANDIDATE,14.35343800,,2.160,,,,5317.00,0.83,,0.040,4.59,222.9960000,12.464
EPIC 205957328.01,EPIC 205957328,CANDIDATE,14.35334700,,2.190,,,3.2500000,5162.00,0.79,,,,222.9960000,12.464
EPIC 205951125.01,EPIC 205951125,CANDIDATE,6.79143000,,1.720,,,2.4960000,,0.61,,,,271.1480000,13.671
EPIC 205950854 c,K2-168,CONFIRMED,8.04680000,,1.180,,,,,,0.91,,,243.9350000,12.105
EPIC 205950854 c,K2-168,CONFIRMED,8.05072200,,1.310,,961,,5502.70,0.83,0.88,,,243.9350000,12.105
EPIC 205950854 c,K2-168,CONFIRMED,8.05160000,,1.620,,,3.7200000,,0.90,,,,243.9350000,12.105
EPIC 205947214.01,EPIC 205947214,CANDIDATE,54.16983200,,22.000,,,4.2300000,3836.00,0.55,,,,589.4710000,16.121
EPIC 205947161.01,EPIC 205947161,CANDIDATE,17.72590000,,23.400,,,1.7520000,,1.75,,,,338.4910000,11.160
EPIC 205947161.01,EPIC 205947161,CANDIDATE,17.72583700,,6.630,,,1.6200000,5971.00,1.11,,,,338.4910000,11.160
EPIC 205947161.01,EPIC 205947161,CANDIDATE,17.72507000,,45.000,,,1.5631200,6189.00,1.33,,,4.15,338.4910000,11.160
EPIC 205944181.01,EPIC 205944181,CANDIDATE,2.47564100,,5.023,,,,5257.00,0.82,,0.030,4.49,239.5590000,12.410
EPIC 205944181.01,EPIC 205944181,CANDIDATE,2.47552700,,42.000,,,0.4992000,5962.00,1.06,,,4.40,239.5590000,12.410
EPIC 205944181.01,EPIC 205944181,CANDIDATE,2.47557300,,2.980,,,0.8808000,,0.89,,,,239.5590000,12.410
EPIC 205944181.01,EPIC 205944181,CANDIDATE,2.47563130,,2.480,,,0.7900000,5239.00,0.81,,,,239.5590000,12.410
EPIC 205943325.01,EPIC 205943325,CANDIDATE,27.27019100,,2.500,,,7.3000000,6171.00,1.61,1.27,-0.077,4.13,377.0610000,11.277
EPIC 205939498.01,EPIC 205939498,CANDIDATE,1.17614770,,19.300,,,1.3056000,,2.38,,,,515.0810000,11.137
EPIC 205938820.01,EPIC 205938820,CANDIDATE,4.20773000,,1.470,,,2.2320000,,0.83,,,,326.3580000,12.701
EPIC 205703094.03,EPIC 205703094,FALSE POSITIVE,24.99220000,,36.000,,,5.2080000,6040.00,1.20,,,4.32,547.7510000,12.514
EPIC 205703094.02,EPIC 205703094,CANDIDATE,16.23500000,,11.000,,,5.9040000,6040.00,1.20,,,4.32,547.7510000,12.514
EPIC 205703094.01,EPIC 205703094,CANDIDATE,8.11910000,,57.000,,,2.9040000,6040.00,1.20,,,4.32,547.7510000,12.514
EPIC 205652650.01,EPIC 205652650,CANDIDATE,5.07152000,,3.200,,,2.0400000,,0.43,,,,129.0550000,14.668
EPIC 205632508.01,EPIC 205632508,CANDIDATE,19.22990000,,1.960,,,2.5680000,,0.61,,,,143.2870000,13.337
EPIC 205618538.01,EPIC 205618538,CANDIDATE,2.16769700,,12.140,,,4.8744000,,2.49,,,,715.2050000,12.397
EPIC 205570849.01,EPIC 205570849,CANDIDATE,16.85800000,,5.600,,,2.0592000,5957.00,1.07,,,4.35,314.2320000,12.122
EPIC 205530323.02,EPIC 205530323,CANDIDATE,7.64309000,,8.000,,,1.2960000,,1.50,,,,49.5536000,14.401
EPIC 205530323.01,EPIC 205530323,CANDIDATE,4.27065000,,7.600,,,1.3920000,,1.50,,,,49.5536000,14.401
EPIC 205503762.01,EPIC 205503762,CANDIDATE,6.43490000,,2.470,,,4.3440000,,1.49,,,,381.0710000,12.489
EPIC 205489894.01,EPIC 205489894,CANDIDATE,14.65819600,,1.600,,,1.5900000,3610.00,0.45,,,,45.7725000,12.337
EPIC 205489894.01,EPIC 205489894,CANDIDATE,14.65835000,,1.120,,,1.5480000,,0.34,,,,45.7725000,12.337
EPIC 205483258.01,EPIC 205483258,FALSE POSITIVE,5.66830000,,,,,,3521.00,0.96,0.47,,4.15,128.8100000,13.724
EPIC 205483055.01,EPIC 205483055,CANDIDATE,22.97350000,,2.610,,,3.3840000,,1.07,,,,289.5690000,12.933
EPIC 205470347.01,EPIC 205470347,CANDIDATE,1.86732000,,0.648,,,1.6560000,,0.69,,,,103.8210000,11.330
EPIC 205463986.01,EPIC 205463986,CANDIDATE,2.32404890,,33.400,,,4.0400000,5107.00,0.78,,,,223.1840000,10.919
EPIC 205377483.01,EPIC 205377483,CANDIDATE,0.39385050,,13.700,,,1.3128000,,2.16,,,,1418.1800000,12.624
EPIC 205252523.01,EPIC 205252523,CANDIDATE,4.49843540,,3.120,,,1.6800000,4309.00,0.66,,,,533.7840000,14.793
EPIC 205242733.01,EPIC 205242733,CANDIDATE,2.41628000,,2.680,,,2.4960000,,1.01,,,,271.8550000,13.493
EPIC 205242733.01,EPIC 205242733,CANDIDATE,2.41650660,,0.988,,,2.4000000,3483.00,0.38,,,,271.8550000,13.493
EPIC 205224877.01,EPIC 205224877,CANDIDATE,3.75927000,,68.000,,,1.6080000,,10.70,,,,272.3310000,16.030
EPIC 205205452.01,EPIC 205205452,CANDIDATE,28.80770000,,2.080,,,2.1840000,,0.21,,,,97.0680000,15.757
EPIC 205170731.01,EPIC 205170731,CANDIDATE,14.20050000,,2.360,,,3.7200000,,0.79,,,,219.3120000,12.538
EPIC 205152172.01,EPIC 205152172,CANDIDATE,0.98029400,,1.810,,,1.1160000,,0.69,,,,157.8230000,13.486
EPIC 205152172.01,EPIC 205152172,CANDIDATE,0.98036126,,1.440,,,1.1400000,3932.00,0.58,,,,157.8230000,13.486
EPIC 205152172.01,EPIC 205152172,CANDIDATE,0.98041400,,1.580,,,,4202.00,0.66,,-0.040,4.76,157.8230000,13.486
EPIC 205152172.01,EPIC 205152172,CANDIDATE,0.97988263,,,,,1.4270000,4063.00,0.70,0.66,,4.57,157.8230000,13.486
EPIC 205148699.01,EPIC 205148699,FALSE POSITIVE,4.37983009,,,,,4.7040000,5982.00,1.60,1.10,,4.07,476.3500000,12.389
EPIC 205148699.01,EPIC 205148699,FALSE POSITIVE,4.37729860,,16.600,,,4.6400000,5102.00,0.78,,,,476.3500000,12.389
EPIC 205148699.01,EPIC 205148699,FALSE POSITIVE,4.37733900,,31.900,,,4.5888000,,1.69,,,,476.3500000,12.389
EPIC 205148699.01,EPIC 205148699,FALSE POSITIVE,4.37732600,,27.000,,,4.5480000,5928.00,1.43,,,4.08,476.3500000,12.389
EPIC 205146011.01,EPIC 205146011,CANDIDATE,1.05717100,,1.510,,,1.4712000,,1.00,,,,265.2630000,13.215
EPIC 205145448.01,EPIC 205145448,CANDIDATE,16.63311000,,44.000,,,2.3400000,5700.00,2.19,,,3.84,233.8870000,13.651
EPIC 205145448.01,EPIC 205145448,CANDIDATE,16.63237000,,10.700,,,2.3600000,3648.00,0.47,,,,233.8870000,13.651
EPIC 205145448.01,EPIC 205145448,CANDIDATE,16.63091654,,,,,2.2550000,5121.00,1.27,0.86,,4.16,233.8870000,13.651
EPIC 205084841.01,EPIC 205084841,CANDIDATE,11.31028000,,18.900,,,4.4400000,,1.44,,,,843.7710000,15.605
EPIC 205084841.01,EPIC 205084841,CANDIDATE,11.31009000,,130.000,,,4.2760800,4793.00,10.00,,,2.37,843.7710000,15.605
EPIC 205064326.01,EPIC 205064326,FALSE POSITIVE,8.02335000,,86.000,,,4.4880000,,5.13,,,,933.1960000,12.839
EPIC 205064326.01,EPIC 205064326,FALSE POSITIVE,8.02678456,,,,,4.2030000,4708.46,5.60,,0.038,,933.1960000,12.839
EPIC 205064326.01,EPIC 205064326,FALSE POSITIVE,8.02415000,,194.000,,,3.7800000,4734.00,6.10,,,2.95,933.1960000,12.839
EPIC 205064326.01,EPIC 205064326,FALSE POSITIVE,8.02413060,,4.420,,,4.3100000,3939.00,0.58,,,,933.1960000,12.839
EPIC 205050711.01,EPIC 205050711,CANDIDATE,4.30221683,,,,,7.5360000,7168.62,4.08,1.60,,3.42,684.6160000,10.588
EPIC 205047565.01,EPIC 205047565,CANDIDATE,14.54444130,,,,,2.7830000,,,,,,,14.654
EPIC 205046529.01,EPIC 205046529,FALSE POSITIVE,1.83610000,,,,,,,,,,,,13.725
EPIC 205040048.01,EPIC 205040048,CANDIDATE,3.30524000,,6.600,,,1.0800000,,1.79,,,,91.0366000,14.989
