# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 30 19:37:55 2024
#
# User preference: *
#
# CONSTRAINT:  order by ttv_flag asc
#
# COLUMN pl_name:        Planet Name
# COLUMN disposition:    Archive Disposition
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
pl_name,disposition,sy_snum,sy_pnum,pl_orbper,pl_rade,pl_masse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,ttv_flag,pl_trandur,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_dens,ra,dec,sy_dist,sy_vmag
K2-49 b,CONFIRMED,1,1,2.77052200,3.190,,,,,,,2456812.793800,0,2.3472000,,0.70,,,,,,177.3202331,3.4755183,457.1250000,15.6680000
K2-5 b,CONFIRMED,1,2,5.73484620,2.400,,,,,,,2456814.601000,0,2.8300000,4088.00,0.62,,,,,,169.3034598,-1.8778254,202.9430000,14.9740000
K2-5 b,CONFIRMED,1,2,5.73649000,4.200,,,,,,,2456814.591900,0,3.2880000,,0.53,,,,,,169.3034598,-1.8778254,202.9430000,14.9740000
K2-5 b,CONFIRMED,1,2,5.73491000,1.920,,,,,634,,2456808.864000,0,,4102.00,0.52,0.53,-0.510,,,,169.3034598,-1.8778254,202.9430000,14.9740000
K2-5 b,CONFIRMED,1,2,5.73597000,1.500,,,,19.70,,,2456808.860200,0,2.3500000,4021.00,0.46,0.52,,,4.82,,169.3034598,-1.8778254,202.9430000,14.9740000
K2-5 b,CONFIRMED,1,2,5.73594000,1.910,,,,24.10,565,87.350,2456808.860000,0,2.6540000,3930.00,0.57,0.61,-0.330,,4.71,,169.3034598,-1.8778254,202.9430000,14.9740000
K2-5 c,CONFIRMED,1,2,10.93241000,2.260,,,,10.20,456,86.950,2456814.601000,0,3.4980000,3930.00,0.57,0.61,-0.330,,4.71,,169.3034598,-1.8778254,202.9430000,14.9740000
K2-5 c,CONFIRMED,1,2,10.93406000,1.920,,,,,511,,2456814.594700,0,,4102.00,0.52,0.53,-0.510,,,,169.3034598,-1.8778254,202.9430000,14.9740000
K2-5 c,CONFIRMED,1,2,10.93459000,2.020,,,,,,,2456814.592300,0,2.7360000,,0.53,,,,,,169.3034598,-1.8778254,202.9430000,14.9740000
K2-5 c,CONFIRMED,1,2,10.93240000,1.640,,,,8.30,,,2456814.601200,0,2.8400000,4021.00,0.46,0.52,,,4.82,,169.3034598,-1.8778254,202.9430000,14.9740000
K2-50 b,CONFIRMED,1,2,8.75198000,2.290,,,,,,,2456819.085900,0,3.0000000,,0.63,,,,,,169.4836540,5.9882890,257.4430000,14.7050000
K2-50 b,CONFIRMED,1,2,8.75298740,2.460,,,,,,,2456810.333000,0,2.9100000,4252.00,0.65,,,,,,169.4836540,5.9882890,257.4430000,14.7050000
K2-50 b,CONFIRMED,1,2,8.75290000,1.590,,,,18.80,,,2456810.331100,0,2.6800000,4326.00,0.55,0.61,,,4.74,,169.4836540,5.9882890,257.4430000,14.7050000
K2-51 b,FALSE POSITIVE,1,0,13.01060000,12.900,,,,,,,2456905.753100,0,5.1504000,,,,,,,,246.8110909,-27.9571047,367.6000000,13.1830000
K2-51 b,FALSE POSITIVE,1,0,13.00838300,15.651,,,,,,89.033,2456905.757110,0,,5526.00,1.42,,0.440,,4.29,,246.8110909,-27.9571047,367.6000000,13.1830000
K2-51 b,FALSE POSITIVE,1,0,13.00827800,8.680,,,,,,,2456905.757000,0,5.5200000,4639.00,0.71,,,,,,246.8110909,-27.9571047,367.6000000,13.1830000
K2-51 b,FALSE POSITIVE,1,0,13.00819000,20.100,,,,,,,2456905.757870,0,5.3952000,,1.76,,,,,,246.8110909,-27.9571047,367.6000000,13.1830000
K2-52 b,CONFIRMED,1,1,3.53482000,11.100,,,,1124.00,,,2456896.028000,0,5.3250000,6113.00,1.49,1.21,,,4.14,,246.6114157,-24.9699462,1038.4100000,15.9300000
K2-52 b,CONFIRMED,1,1,3.53539750,1.980,,,,,,,2456896.023000,0,5.7400000,3260.00,0.23,,,,,,246.6114157,-24.9699462,1038.4100000,15.9300000
K2-52 b,CONFIRMED,1,1,3.53505500,18.000,,,,,2004,86.460,2456896.026180,0,5.3280000,7147.00,2.19,1.69,0.055,,3.98,0.2200,246.6114157,-24.9699462,1038.4100000,15.9300000
K2-52 b,CONFIRMED,1,1,3.53515500,16.600,,,,,,,2456896.025000,0,5.4312000,,2.07,,,,,,246.6114157,-24.9699462,1038.4100000,15.9300000
K2-53 b,CONFIRMED,1,1,12.20772000,2.600,,,,,665,89.320,2456896.385820,0,3.4800000,5263.00,0.81,0.85,-0.037,,4.55,2.2900,244.1419684,-20.4005984,138.0180000,12.6340000
K2-53 b,CONFIRMED,1,1,12.20911650,,,,,,,,2456896.382329,0,3.8070000,4555.00,0.82,0.72,,-0.579,4.46,1.8049,244.1419684,-20.4005984,138.0180000,12.6340000
K2-53 b,CONFIRMED,1,1,12.20773000,2.340,,,,,,,2456896.385000,0,3.6264000,,0.71,,,,,,244.1419684,-20.4005984,138.0180000,12.6340000
K2-53 b,CONFIRMED,1,1,12.20763200,2.470,,,,,,,2456896.385000,0,3.6400000,4684.00,0.72,,,,,,244.1419684,-20.4005984,138.0180000,12.6340000
K2-53 b,CONFIRMED,1,1,12.20540000,2.500,,,,52.50,,,2456896.391100,0,3.6400000,5269.00,0.85,0.83,,,4.49,,244.1419684,-20.4005984,138.0180000,12.6340000
K2-54 b,CONFIRMED,1,1,9.78430000,1.150,,,,6.10,,,2456982.936000,0,2.7600000,3798.00,0.38,0.42,,,4.89,,338.0541631,-17.5440636,174.9550000,14.5420000
K2-55 b,CONFIRMED,1,1,2.84928180,4.430,,,,,,,2456980.574000,0,2.0700000,4237.00,0.65,,,,,,333.7518786,-17.2508002,159.5220000,13.5190000
K2-55 b,CONFIRMED,1,1,2.84927400,4.380,,,0.070000,141.30,,88.210,2456983.423000,0,,4299.98,0.72,0.69,,,,,333.7518786,-17.2508002,159.5220000,13.5190000
K2-55 b,CONFIRMED,1,1,2.84930200,4.070,,,,,,,2456977.724040,0,2.0616000,,0.66,,,,,,333.7518786,-17.2508002,159.5220000,13.5190000
K2-55 b,CONFIRMED,1,1,2.84947127,,,,,,,,2456983.419498,0,2.0930000,4279.00,0.74,0.67,,-0.784,4.53,2.3506,333.7518786,-17.2508002,159.5220000,13.5190000
K2-55 b,CONFIRMED,1,1,2.84928200,4.753,,,,115.31,912,,2459470.846025,0,1.9070000,4279.00,0.74,,,,4.53,,333.7518786,-17.2508002,159.5220000,13.5190000
K2-55 b,CONFIRMED,1,1,2.84930000,,,,,,,87.500,2456983.424500,0,1.8720000,4279.00,0.74,0.67,,-0.784,4.53,2.3506,333.7518786,-17.2508002,159.5220000,13.5190000
K2-55 b,CONFIRMED,1,1,2.84928160,,,,0.070000,,,88.200,2457063.202810,0,,4456.00,0.63,0.70,,,4.67,,333.7518786,-17.2508002,159.5220000,13.5190000
K2-55 b,CONFIRMED,1,1,2.84925800,3.820,,,,115.00,,,2456983.422980,0,2.0060000,4456.00,0.63,0.70,,,4.67,,333.7518786,-17.2508002,159.5220000,13.5190000
K2-57 b,CONFIRMED,1,1,9.00630000,2.100,,,,24.10,,,2456984.336000,0,2.2900000,4434.00,0.62,0.68,,,4.68,,342.6918241,-14.0700007,264.2130000,14.4140000
K2-57 b,CONFIRMED,1,1,9.00715600,2.530,,,,,,,2456984.335000,0,2.5400000,4388.00,0.68,,,,,,342.6918241,-14.0700007,264.2130000,14.4140000
K2-57 b,CONFIRMED,1,1,9.00740000,2.180,,,,,,,2456984.333500,0,2.4240000,,0.60,,,,,,342.6918241,-14.0700007,264.2130000,14.4140000
K2-58 b,CONFIRMED,1,3,7.05254000,2.680,,,,118.00,,,2456986.976300,0,1.8990000,5413.00,0.86,0.89,,,4.52,,333.8218395,-14.0498570,181.7460000,12.4150000
K2-58 b,CONFIRMED,1,3,7.05252730,2.620,,,,,,,2456979.923000,0,1.9600000,4998.00,0.76,,,,,,333.8218395,-14.0498570,181.7460000,12.4150000
K2-58 b,CONFIRMED,1,3,7.05247500,2.594,,,,,,88.855,2456979.923390,0,,5134.00,0.80,0.86,0.110,,4.54,,333.8218395,-14.0498570,181.7460000,12.4150000
K2-58 b,CONFIRMED,1,3,7.05235000,2.720,,,,,,,2456979.924180,0,2.0472000,,0.84,,,,,,333.8218395,-14.0498570,181.7460000,12.4150000
K2-58 b,CONFIRMED,1,3,7.05240378,,,,,,,,2456986.977337,0,2.1850000,5020.00,0.84,0.83,,-0.398,4.51,2.0093,333.8218395,-14.0498570,181.7460000,12.4150000
K2-58 c,CONFIRMED,1,3,2.53704220,1.640,,,,,,,2456979.587000,0,2.0900000,4998.00,0.76,,,,,,333.8218395,-14.0498570,181.7460000,12.4150000
K2-58 c,CONFIRMED,1,3,2.53726000,1.620,,,,462.00,,,2456982.120000,0,1.9960000,5413.00,0.86,0.89,,,4.52,,333.8218395,-14.0498570,181.7460000,12.4150000
K2-58 c,CONFIRMED,1,3,2.53707100,1.625,,,,,,86.100,2456979.586150,0,,5134.00,0.80,0.86,0.110,,4.54,,333.8218395,-14.0498570,181.7460000,12.4150000
K2-58 c,CONFIRMED,1,3,2.53712000,1.710,,,,,,,2456979.585000,0,2.1600000,,0.84,,,,,,333.8218395,-14.0498570,181.7460000,12.4150000
K2-58 d,CONFIRMED,1,3,22.88159000,1.752,,,,,,89.431,2456998.067200,0,,5134.00,0.80,0.86,0.110,,4.54,,333.8218395,-14.0498570,181.7460000,12.4150000
K2-58 d,CONFIRMED,1,3,22.88200000,1.840,,,,,,,2456998.069100,0,3.1200000,,0.84,,,,,,333.8218395,-14.0498570,181.7460000,12.4150000
K2-58 d,CONFIRMED,1,3,22.88270000,1.710,,,,24.60,,,2456998.070300,0,3.2000000,5413.00,0.86,0.89,,,4.52,,333.8218395,-14.0498570,181.7460000,12.4150000
K2-58 d,CONFIRMED,1,3,22.88114500,1.780,,,,,,,2456998.068000,0,3.2300000,4998.00,0.76,,,,,,333.8218395,-14.0498570,181.7460000,12.4150000
K2-59 b,CONFIRMED,1,2,20.69210000,2.410,,,,17.10,,,2456987.060300,0,2.7600000,5055.00,0.73,0.77,,,4.59,,338.9425500,-14.0277270,311.3130000,14.2660000
K2-59 b,CONFIRMED,1,2,20.69150000,2.100,,,,,,,2456987.054500,0,2.2800000,,0.64,,,,,,338.9425500,-14.0277270,311.3130000,14.2660000
K2-59 b,CONFIRMED,1,2,20.69845300,2.690,,,,,,,2456987.055000,0,2.9300000,4775.00,0.73,,,,,,338.9425500,-14.0277270,311.3130000,14.2660000
K2-59 c,CONFIRMED,1,2,11.29515800,2.470,,,,,,,2456986.710000,0,1.9200000,4775.00,0.73,,,,,,338.9425500,-14.0277270,311.3130000,14.2660000
K2-59 c,CONFIRMED,1,2,11.29540000,2.300,,,,38.30,,,2456986.709500,0,1.7500000,5055.00,0.73,0.77,,,4.59,,338.9425500,-14.0277270,311.3130000,14.2660000
K2-59 c,CONFIRMED,1,2,11.29665000,2.080,,,,,,,2456986.706100,0,1.8000000,,0.64,,,,,,338.9425500,-14.0277270,311.3130000,14.2660000
K2-6 b,CONFIRMED,1,1,30.94464800,3.060,,,,,,,2456827.497000,0,5.2700000,5710.00,0.96,,,,,,178.1921152,-1.1984418,316.8190000,12.6600000
K2-6 b,CONFIRMED,1,1,30.94459300,2.312,,,,,,89.420,2456827.497230,0,,5617.00,0.86,0.93,-0.120,,4.67,,178.1921152,-1.1984418,316.8190000,12.6600000
K2-6 b,CONFIRMED,1,1,30.94191000,2.500,,,,,615,,2456827.501400,0,,5850.00,0.96,0.97,-0.140,,,,178.1921152,-1.1984418,316.8190000,12.6600000
K2-6 b,CONFIRMED,1,1,30.93490000,2.500,,,,28.60,,,2456827.513000,0,4.9000000,5767.00,1.01,0.93,,,4.40,,178.1921152,-1.1984418,316.8190000,12.6600000
K2-6 b,CONFIRMED,1,1,30.94030000,2.440,,,,,,,2456827.501400,0,5.2800000,,0.86,,,,,,178.1921152,-1.1984418,316.8190000,12.6600000
K2-60 b,CONFIRMED,1,1,3.00262700,9.900,,,,1212.00,,,2456982.059930,0,3.1240000,5749.00,1.47,1.08,,,4.14,,338.6062312,-13.7318044,491.8700000,12.8570000
K2-60 b,CONFIRMED,1,1,3.00265000,7.656,135.39558,1.70000,0.000000,,1400,88.490,2456928.059300,0,3.0800000,5500.00,1.12,0.97,0.010,,4.07,0.9900,338.6062312,-13.7318044,491.8700000,12.8570000
K2-60 b,CONFIRMED,1,1,3.00262150,14.067,,,,4289.27,2254,,2459468.229719,0,3.5950000,5630.00,1.45,,,,4.11,,338.6062312,-13.7318044,491.8700000,12.8570000
K2-60 b,CONFIRMED,1,1,3.00260000,,,,,,,80.600,2456982.059800,0,2.8800000,5630.00,1.45,1.00,0.180,0.282,4.11,0.4579,338.6062312,-13.7318044,491.8700000,12.8570000
K2-60 b,CONFIRMED,1,1,3.00263760,6.450,,,,,,,2456982.060000,0,3.1100000,5425.00,0.86,,,,,,338.6062312,-13.7318044,491.8700000,12.8570000
K2-60 b,CONFIRMED,1,1,3.00234671,,,,,,,,2456982.062133,0,3.2710000,5630.00,1.45,1.00,0.180,0.282,4.11,0.4579,338.6062312,-13.7318044,491.8700000,12.8570000
K2-60 b,CONFIRMED,1,1,3.00265400,10.450,,,,,,,2456979.056720,0,3.1176000,,1.52,,,,,,338.6062312,-13.7318044,491.8700000,12.8570000
K2-61 b,CONFIRMED,1,1,2.57275378,,,,,,,,2456983.224737,0,2.1440000,5718.00,1.00,1.02,,-0.015,4.45,1.4326,339.6748444,-13.5600447,405.7320000,13.1730000
K2-61 b,CONFIRMED,1,1,2.57341300,1.933,,,,,,85.996,2456980.640060,0,,5761.00,1.02,1.03,0.170,,4.38,,339.6748444,-13.5600447,405.7320000,13.1730000
K2-61 b,CONFIRMED,1,1,2.57353520,1.940,,,,,,,2456980.638000,0,2.6100000,5680.00,0.95,,,,,,339.6748444,-13.5600447,405.7320000,13.1730000
K2-61 b,CONFIRMED,1,1,2.57302000,2.480,,,,1686.00,,,2456983.219600,0,2.3300000,6293.00,1.36,1.21,,,4.25,,339.6748444,-13.5600447,405.7320000,13.1730000
K2-61 b,CONFIRMED,1,1,2.57333000,2.030,,,,,,,2456978.067600,0,2.8080000,,1.05,,,,,,339.6748444,-13.5600447,405.7320000,13.1730000
K2-62 b,CONFIRMED,1,2,6.67010938,,,,,,,,2456982.692936,0,1.5970000,4555.00,0.70,0.72,,-0.727,4.61,3.0070,334.3645089,-12.1874776,112.4670000,12.3910000
K2-62 b,CONFIRMED,1,2,6.67177400,1.926,,,,,,89.100,2456982.685640,0,,4636.00,0.65,0.68,-0.290,,4.70,,334.3645089,-12.1874776,112.4670000,12.3910000
K2-62 b,CONFIRMED,1,2,6.67202000,2.140,,,,66.00,,,2456982.684300,0,1.4100000,4880.00,0.73,0.77,,,4.60,,334.3645089,-12.1874776,112.4670000,12.3910000
K2-62 b,CONFIRMED,1,2,6.67196000,1.697,,,,,,,2456982.685020,0,1.5600000,,0.58,,,,,,334.3645089,-12.1874776,112.4670000,12.3910000
K2-62 b,CONFIRMED,1,2,6.67176860,2.180,,,,,,,2456982.686000,0,1.5800000,4500.00,0.69,,,,,,334.3645089,-12.1874776,112.4670000,12.3910000
K2-62 c,CONFIRMED,1,2,16.19718900,2.110,,,,,,,2456991.545000,0,1.4300000,4500.00,0.69,,,,,,334.3645089,-12.1874776,112.4670000,12.3910000
K2-62 c,CONFIRMED,1,2,16.19720100,1.891,,,,,,89.605,2456991.544830,0,,4636.00,0.65,0.68,-0.290,,4.70,,334.3645089,-12.1874776,112.4670000,12.3910000
K2-62 c,CONFIRMED,1,2,16.19660000,2.140,,,,20.50,,,2456991.544200,0,1.2900000,4880.00,0.73,0.77,,,4.60,,334.3645089,-12.1874776,112.4670000,12.3910000
K2-62 c,CONFIRMED,1,2,16.19803000,1.730,,,,,,,2456991.544700,0,1.6080000,,0.58,,,,,,334.3645089,-12.1874776,112.4670000,12.3910000
K2-63 b,CONFIRMED,1,2,20.25700000,3.220,,,,188.00,,,2456989.592900,0,5.4900000,6771.00,1.63,1.40,,,4.15,,333.4267738,-12.0663429,517.5340000,12.9800000
K2-63 b,CONFIRMED,1,2,20.26530000,2.890,,,,,,,2456989.581300,0,5.2560000,,1.27,,,,,,333.4267738,-12.0663429,517.5340000,12.9800000
K2-63 b,CONFIRMED,1,2,20.25820900,2.080,,,,,,,2456989.584000,0,4.9700000,5686.00,0.95,,,,,,333.4267738,-12.0663429,517.5340000,12.9800000
K2-63 c,CONFIRMED,1,2,25.45690000,3.660,,,,,,,2456983.645300,0,4.8000000,,1.27,,,,,,333.4267738,-12.0663429,517.5340000,12.9800000
K2-63 c,CONFIRMED,1,2,25.45781500,2.990,,,,,,,2456983.646000,0,4.6000000,5686.00,0.95,,,,,,333.4267738,-12.0663429,517.5340000,12.9800000
K2-63 c,CONFIRMED,1,2,25.45560000,3.900,,,,139.00,,,2456983.645400,0,4.2400000,6771.00,1.63,1.40,,,4.15,,333.4267738,-12.0663429,517.5340000,12.9800000
K2-64 b,CONFIRMED,1,1,6.53044000,2.070,,,,98.00,,,2456986.191800,0,3.0600000,5312.00,0.73,0.74,,,4.58,,332.4138478,-11.4286687,499.8910000,14.1320000
K2-64 b,CONFIRMED,1,1,6.53142000,2.790,,,,,,,2456979.659300,0,3.2640000,,0.87,,,,,,332.4138478,-11.4286687,499.8910000,14.1320000
K2-64 b,CONFIRMED,1,1,6.53111780,2.850,,,,,,,2456979.662000,0,3.1800000,5313.00,0.82,,,,,,332.4138478,-11.4286687,499.8910000,14.1320000
K2-64 b,CONFIRMED,1,1,6.53147301,,,,,,,,2456986.187975,0,3.1670000,5391.00,0.88,0.94,,-0.234,4.53,1.9754,332.4138478,-11.4286687,499.8910000,14.1320000
K2-65 b,CONFIRMED,1,1,12.64750000,1.580,,,,45.00,,,2456986.330300,0,3.4300000,5213.00,0.84,0.87,,,4.53,,333.2125206,-10.9261373,,10.7100000
K2-65 b,CONFIRMED,1,1,12.64781500,1.382,,,,,,89.148,2456986.327700,0,,4799.00,0.67,0.70,-0.340,,4.55,,333.2125206,-10.9261373,,10.7100000
K2-65 b,CONFIRMED,1,1,12.65309622,,,,,,,,2456986.321669,0,3.4770000,,,,,,,,333.2125206,-10.9261373,,10.7100000
K2-65 b,CONFIRMED,1,1,12.64655000,1.470,,,,,,,2456986.329900,0,2.9280000,,0.72,,,,,,333.2125206,-10.9261373,,10.7100000
K2-65 b,CONFIRMED,1,1,12.64784900,1.650,,,,,,,2456986.328000,0,2.9900000,4711.00,0.72,,,,,,333.2125206,-10.9261373,,10.7100000
K2-66 b,CONFIRMED,1,1,5.06963000,2.490,21.30000,7.80000,0.000000,840.00,1372,86.600,,0,4.7100000,5887.00,1.67,1.11,-0.047,,4.03,,331.5266563,-10.7115362,513.8770000,11.7100000
K2-66 b,CONFIRMED,1,1,5.06892320,2.930,,,,,,,2456984.010000,0,4.3400000,6490.00,1.59,,,,,,331.5266563,-10.7115362,513.8770000,11.7100000
K2-66 b,CONFIRMED,1,1,5.06965000,2.490,,,,897.00,,,2456984.009000,0,4.4000000,5958.00,1.71,1.16,,,4.04,,331.5266563,-10.7115362,513.8770000,11.7100000
K2-67 b,FALSE POSITIVE,1,0,24.39499240,,,,,,,,2456985.877957,0,6.0960000,6059.00,1.54,1.13,,0.459,4.12,0.4367,333.6063167,-10.6527924,1574.0500000,14.7890000
K2-67 b,FALSE POSITIVE,1,0,24.38724000,17.400,,,,,,,2456985.884030,0,5.9270400,,,,,,,,333.6063167,-10.6527924,1574.0500000,14.7890000
K2-67 b,FALSE POSITIVE,1,0,24.38752000,22.400,,,,,,,2456985.884030,0,6.0288000,,1.43,,,,,,333.6063167,-10.6527924,1574.0500000,14.7890000
K2-67 b,FALSE POSITIVE,1,0,24.38720000,,,,,,,89.400,2456985.884100,0,5.4240000,6059.00,1.54,1.13,,0.459,4.12,0.4367,333.6063167,-10.6527924,1574.0500000,14.7890000
K2-67 b,FALSE POSITIVE,1,0,24.38740700,18.300,,,,,,,2456985.884000,0,6.0600000,5931.00,1.09,,,,,,333.6063167,-10.6527924,1574.0500000,14.7890000
K2-68 b,CONFIRMED,1,1,8.05478700,1.828,,,,,,88.715,2456982.325900,0,,4893.00,0.70,0.75,-0.210,,4.74,,334.0195539,-10.5673649,168.6520000,12.9870000
K2-68 b,CONFIRMED,1,1,8.05423000,1.730,,,,,,,2456982.329000,0,2.9760000,,0.66,,,,,,334.0195539,-10.5673649,168.6520000,12.9870000
K2-68 b,CONFIRMED,1,1,8.05428000,1.580,,,,41.00,,,2456982.328100,0,2.7200000,4746.00,0.68,0.73,,,4.63,,334.0195539,-10.5673649,168.6520000,12.9870000
K2-68 b,CONFIRMED,1,1,8.05493210,2.010,,,,,,,2456982.325000,0,2.7800000,4720.00,0.72,,,,,,334.0195539,-10.5673649,168.6520000,12.9870000
K2-69 b,CONFIRMED,1,1,7.06599000,2.320,,,,17.90,,,2456982.782500,0,1.6200000,4127.00,0.49,0.55,,,4.79,,335.7596816,-10.4886817,180.6970000,16.0240000
K2-69 b,CONFIRMED,1,1,7.06500000,2.400,,,,,,,2456982.786300,0,1.7520000,,0.49,,,,,,335.7596816,-10.4886817,180.6970000,16.0240000
K2-69 b,CONFIRMED,1,1,7.06588740,3.070,,,,,,,2456982.783000,0,1.6500000,4059.00,0.61,,,,,,335.7596816,-10.4886817,180.6970000,16.0240000
K2-7 b,CONFIRMED,1,1,28.69110000,4.300,,,,,,,2456824.607400,0,7.8720000,,1.60,,,,,,167.0937488,-1.0658550,738.5530000,13.4530000
K2-7 b,CONFIRMED,1,1,28.67770000,4.120,,,,125.00,,,2456824.633000,0,7.3600000,5715.00,2.13,1.05,,,3.82,,167.0937488,-1.0658550,738.5530000,13.4530000
K2-7 b,CONFIRMED,1,1,28.67992000,2.670,,,,,651,,2456824.615500,0,,5772.00,0.96,0.97,-0.070,,,,167.0937488,-1.0658550,738.5530000,13.4530000
K2-70 b,CONFIRMED,1,1,13.97851800,2.750,,,,,,89.145,2456984.444070,0,,5131.00,0.80,0.85,0.060,,4.53,,338.4759328,-10.0849917,232.9640000,13.0740000
K2-70 b,CONFIRMED,1,1,13.97876000,2.770,,,,,,,2456984.444000,0,3.4900000,5026.00,0.77,,,,,,338.4759328,-10.0849917,232.9640000,13.0740000
K2-70 b,CONFIRMED,1,1,13.98746633,,,,,,,,2456984.431881,0,3.9580000,5064.00,0.79,0.85,,-0.429,4.57,2.3964,338.4759328,-10.0849917,232.9640000,13.0740000
K2-70 b,CONFIRMED,1,1,13.97896000,2.890,,,,62.00,,,2456984.443500,0,3.5200000,5622.00,0.93,0.94,,,4.48,,338.4759328,-10.0849917,232.9640000,13.0740000
K2-70 b,CONFIRMED,1,1,13.97820000,2.690,,,,,,,2456984.445200,0,3.4440000,,0.78,,,,,,338.4759328,-10.0849917,232.9640000,13.0740000
K2-71 b,CONFIRMED,1,1,6.98627940,3.320,,,,,,,2456980.388000,0,1.8700000,3891.00,0.57,,,,,,341.7248656,-9.8816109,153.1920000,16.1400000
K2-71 b,CONFIRMED,1,1,6.98541000,2.150,,,,13.40,,,2456987.378500,0,1.4100000,4006.00,0.43,0.48,,,4.85,,341.7248656,-9.8816109,153.1920000,16.1400000
K2-72 b,CONFIRMED,1,4,5.57739000,0.750,,,,5.40,,,2457010.376600,0,1.6700000,3497.00,0.23,0.22,,,5.05,,334.6227504,-9.6120084,66.4321000,15.3700000
K2-72 b,CONFIRMED,1,4,5.57721200,1.080,,,0.110000,8.50,,89.150,2457010.376000,0,,3360.47,0.33,0.27,,,,,334.6227504,-9.6120084,66.4321000,15.3700000
K2-72 b,CONFIRMED,1,4,5.57731470,1.540,,,,,,,2456982.489000,0,1.6500000,3563.00,0.43,,,,,,334.6227504,-9.6120084,66.4321000,15.3700000
K2-72 c,CONFIRMED,1,4,15.18710000,0.860,,,,1.41,,,2456989.468000,0,2.1500000,3497.00,0.23,0.22,,,5.05,,334.6227504,-9.6120084,66.4321000,15.3700000
K2-72 c,CONFIRMED,1,4,15.18903400,1.160,,,0.110000,2.20,,89.540,2456989.465000,0,,3360.47,0.33,0.27,,,,,334.6227504,-9.6120084,66.4321000,15.3700000
K2-72 d,CONFIRMED,1,4,7.76017800,1.010,,,0.110000,5.40,,89.260,2456984.788000,0,,3360.47,0.33,0.27,,,,,334.6227504,-9.6120084,66.4321000,15.3700000
K2-72 d,CONFIRMED,1,4,7.75990000,0.730,,,,3.50,,,2456984.785700,0,1.4500000,3497.00,0.23,0.22,,,5.05,,334.6227504,-9.6120084,66.4321000,15.3700000
K2-72 e,CONFIRMED,1,4,24.16690000,0.820,,,,0.76,,,2456987.046000,0,2.2500000,3497.00,0.23,0.22,,,5.05,,334.6227504,-9.6120084,66.4321000,15.3700000
K2-72 e,CONFIRMED,1,4,24.15886800,1.290,,,0.110000,1.20,,89.680,2456987.054000,0,,3360.47,0.33,0.27,,,,,334.6227504,-9.6120084,66.4321000,15.3700000
K2-73 b,CONFIRMED,1,1,7.49569200,2.625,,,,,,88.443,2456980.176570,0,,5844.00,1.05,1.04,0.090,,4.35,,335.0256620,-9.0560881,269.1830000,11.3450000
K2-73 b,CONFIRMED,1,1,7.49491004,,,,,,,,2456987.675542,0,3.8300000,5865.00,1.06,1.06,0.030,0.076,4.42,1.2659,335.0256620,-9.0560881,269.1830000,11.3450000
K2-73 b,CONFIRMED,1,1,7.49500000,,,,,,,86.700,2456987.672800,0,3.5280000,5865.00,1.06,1.06,0.030,0.076,4.42,1.2659,335.0256620,-9.0560881,269.1830000,11.3450000
K2-73 b,CONFIRMED,1,1,7.49566130,4.740,,,,,,,2456980.177000,0,3.5100000,6634.00,1.77,,,,,,335.0256620,-9.0560881,269.1830000,11.3450000
K2-73 b,CONFIRMED,1,1,7.49543000,2.450,,,,213.00,,,2456987.674100,0,3.6200000,5922.00,1.06,1.05,,,4.41,,335.0256620,-9.0560881,269.1830000,11.3450000
K2-73 b,CONFIRMED,1,1,7.49569000,2.710,,,,,,,2456980.175500,0,3.5904000,,1.08,,,,,,335.0256620,-9.0560881,269.1830000,11.3450000
K2-74 b,CONFIRMED,1,1,19.56508600,2.940,,,,,,,2456998.001000,0,5.0800000,5804.00,1.01,,,,,,339.9192984,-8.7145697,377.8220000,12.7150000
K2-74 b,CONFIRMED,1,1,19.56880000,3.660,,,,,,,2456978.425100,0,5.7120000,,1.05,,,,,,339.9192984,-8.7145697,377.8220000,12.7150000
