# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun  6 20:27:19 2024
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_smet:       Stellar Metallicity [dex]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_duration,koi_prad,koi_sma,koi_teq,koi_insol,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_kepmag
9007953,K07123.01,,FALSE POSITIVE,1.387182090,2.59500,0.68,0.0249,1707.0,2011.41,6122.00,4.471,-0.1000,0.9960,1.0700,14.718
9024857,K07124.01,,FALSE POSITIVE,35.026564845,2.90121,34.88,0.2024,489.0,13.56,5546.00,4.575,-0.1400,0.8100,0.9070,15.496
9025739,K07125.01,,CANDIDATE,7.918267000,3.47800,0.93,0.0774,953.0,195.36,5966.00,4.418,-0.1400,1.0160,0.9850,14.758
9029486,K07126.01,,FALSE POSITIVE,3.138580493,4.16343,59.24,0.0402,1281.0,635.61,5593.00,4.311,-0.0600,1.0830,0.8760,13.630
9906802,K07250.01,,FALSE POSITIVE,9.261476790,1.77000,,,,,,,,,,14.874
9906841,K07251.01,,FALSE POSITIVE,581.072300000,15.81000,161858.00,2.0345,639.0,39.36,5026.00,2.504,0.0700,16.8910,3.3190,12.282
9909965,K07252.01,,CANDIDATE,10.217058900,2.25900,1.17,0.0916,929.0,176.34,6211.00,4.384,-0.3400,1.0540,0.9800,14.455
9913481,K07253.01,,FALSE POSITIVE,3.504742650,8.28520,200.24,0.0576,2689.0,12355.55,7624.00,3.622,-0.0400,3.6820,2.0680,10.862
9913798,K07254.01,,FALSE POSITIVE,2.143440930,3.97410,28.69,0.0296,1033.0,269.48,4817.00,4.624,-0.0600,0.7000,0.7670,14.945
9932197,K07255.01,,CANDIDATE,86.954320880,12.11000,,,,,,,,,,14.248
9934208,K07256.01,,FALSE POSITIVE,9.058487716,4.14334,20.51,0.0702,547.0,21.15,4340.00,4.671,-0.5600,0.5730,0.5610,15.507
9936698,K07257.01,,FALSE POSITIVE,2.856085147,4.57760,88.52,0.0428,1739.0,2164.00,6604.00,4.178,-0.1200,1.5260,1.2830,14.045
10867017,K07384.01,,FALSE POSITIVE,0.876941133,1.29600,0.85,0.0183,1938.0,3332.14,6018.00,4.485,-0.0400,0.9750,1.0580,14.978
10909274,K07385.01,,FALSE POSITIVE,39.238141571,6.07183,90.93,0.2432,656.0,43.69,6599.00,4.350,-0.0400,1.2340,1.2480,12.153
10920813,K07386.01,,FALSE POSITIVE,53.740657500,47.24750,25.44,0.2531,398.0,5.93,5288.00,4.577,-0.3800,0.7370,0.7480,13.756
10923260,K07387.01,,FALSE POSITIVE,7.436016459,4.16284,31.39,0.0748,968.0,207.61,6214.00,4.501,-0.3600,0.9330,1.0050,14.546
10924400,K07388.01,,FALSE POSITIVE,0.750737313,1.71200,0.48,0.0153,1603.0,1558.69,5151.00,4.602,0.0700,0.7610,0.8740,12.306
10932270,K07389.01,,CANDIDATE,27.583777800,1.51600,11.03,0.2257,1330.0,739.57,5092.00,2.945,-0.2200,7.9130,2.0120,12.148
10936427,K07390.01,,FALSE POSITIVE,14.361021578,13.28950,45.90,0.1007,594.0,29.44,5229.00,4.607,-0.7400,0.6680,0.6590,14.419
10937609,K07391.01,,FALSE POSITIVE,2.570431263,5.49699,50.18,0.0370,1411.0,936.90,6244.00,4.473,-0.3200,0.9710,1.0210,13.430
10965963,K07392.01,,FALSE POSITIVE,6.640244960,6.03491,74.40,0.0705,1114.0,364.44,6085.00,4.293,-0.0400,1.2150,1.0550,13.881
12251779,K07517.01,,FALSE POSITIVE,14.844240386,6.83577,28.97,0.1111,810.0,101.98,6161.00,4.367,-0.7800,0.9880,0.8290,14.415
12268220,K07518.01,,FALSE POSITIVE,4.421580210,10.45320,188.89,0.0659,2565.0,10243.23,8026.00,3.650,-0.3600,3.4610,1.9500,11.425
12302391,K07519.01,,FALSE POSITIVE,25.321698729,4.45367,56.62,0.1744,655.0,43.39,6109.00,4.455,0.0000,1.0290,1.0990,15.128
12304728,K07520.01,,CANDIDATE,3.147357890,3.64300,3.45,0.0529,2209.0,5635.40,5189.00,3.352,0.2100,4.9300,1.9920,14.386
12306808,K07521.01,,FALSE POSITIVE,37.878483588,10.59720,46.42,0.2084,503.0,15.19,5985.00,4.603,-0.7800,0.7580,0.8460,13.265
12351927,K07522.01,,FALSE POSITIVE,10.116144515,2.70314,17.21,0.0744,549.0,21.56,4717.00,4.737,-1.4400,0.5190,0.5360,15.520
12353633,K07523.01,,FALSE POSITIVE,0.684496369,2.26300,1.12,0.0158,2913.0,17099.50,5800.00,3.866,-0.1600,2.0530,1.1290,13.181
12353720,K07524.01,,FALSE POSITIVE,1.953285321,1.67598,151.56,0.0371,2927.0,17363.68,6450.00,3.501,-0.0800,3.9280,1.7820,13.077
8565912,K07898.01,,FALSE POSITIVE,1.012174295,4.66170,114.40,0.0218,2737.0,13215.77,6987.00,4.096,-0.3400,1.7160,1.3430,14.712
7778767,K02523.02,,CANDIDATE,2.610902230,1.97600,1.80,0.0362,1323.0,724.16,5514.00,4.345,0.1600,1.0710,0.9260,15.829
9026749,K02564.02,,CANDIDATE,17.663797900,6.19400,2.98,0.1569,1178.0,455.65,5734.00,3.591,0.2600,3.4050,1.6480,14.074
10916600,K02623.02,,CANDIDATE,4.026646250,3.77100,0.68,0.0530,1318.0,715.51,6187.00,4.341,0.2600,1.2380,1.2300,13.383
6198182,K02636.02,,CANDIDATE,5.177722600,8.27500,0.63,0.0592,1050.0,287.44,5854.00,4.469,0.0600,0.9790,1.0300,12.320
5695396,K00283.03,,CANDIDATE,9.488147470,1.16300,0.73,0.0871,856.0,126.75,5680.00,4.414,0.1200,1.0160,0.9780,11.525
6964929,K02756.02,,CANDIDATE,5.069932450,3.24100,0.92,0.0583,1053.0,291.11,5957.00,4.506,-0.0800,0.9370,1.0260,14.758
2853828,K02896.02,,FALSE POSITIVE,346.366420000,14.94000,1.57,0.9944,314.0,2.30,6327.00,4.276,-0.1200,1.2590,1.0890,11.899
7008149,K02918.02,,FALSE POSITIVE,0.515541110,0.87000,,,,,,,,,,15.786
3458919,K06337.01,,FALSE POSITIVE,0.892061734,2.24307,46.75,0.0173,1724.0,2090.54,5561.00,4.512,-0.1600,0.8550,0.8660,13.815
3542573,K06338.01,,FALSE POSITIVE,3.471399214,5.07707,89.62,0.0492,1558.0,1390.76,6026.00,4.101,0.2800,1.6890,1.3150,12.161
3543270,K06339.01,,FALSE POSITIVE,4.176929219,5.20030,31.35,0.0467,938.0,183.08,5462.00,4.628,-0.5000,0.7080,0.7990,15.220
3544678,K06340.01,,FALSE POSITIVE,6.376219900,2.24000,,,,168.45,,,,,,15.822
3545626,K06341.01,,CANDIDATE,9.781841930,2.30000,,,,,,,,,,15.198
3547178,K06342.01,,CANDIDATE,8.177075100,4.60800,0.83,0.0800,1115.0,365.09,6501.00,4.281,-0.5000,1.2090,1.0170,12.419
3548622,K06343.01,,CANDIDATE,569.450510000,9.63000,1.96,1.3564,225.0,0.61,6117.00,4.496,-0.2200,0.9470,1.0250,14.542
3556742,K06344.01,,FALSE POSITIVE,0.823014905,3.54260,22.17,0.0159,1482.0,1136.75,4975.00,4.614,0.0200,0.7240,0.8180,14.221
4917014,K06472.01,,FALSE POSITIVE,0.796815149,1.07270,10.23,0.0210,5480.0,212663.45,4897.00,2.464,-0.4400,13.4990,1.9350,11.971
4931073,K06473.01,,FALSE POSITIVE,26.951237675,8.27486,146.33,0.2033,1082.0,324.38,6675.00,3.748,-0.1400,2.7470,1.5400,11.957
4932691,K06474.01,,FALSE POSITIVE,18.112088770,6.78280,96.62,0.1576,1068.0,307.27,7323.00,4.167,0.0800,1.7220,1.5870,13.627
4939265,K06475.01,,CANDIDATE,4.845059850,2.07800,1.54,0.0500,723.0,64.57,4337.00,4.581,0.3600,0.7140,0.7090,13.731
4940201,K06476.01,,FALSE POSITIVE,4.408295716,3.62479,35.68,0.0492,942.0,186.23,5496.00,4.607,-0.3800,0.7430,0.8250,14.984
4946680,K06477.01,,FALSE POSITIVE,8.665259912,3.10880,82.42,0.0902,1378.0,852.84,6071.00,3.796,-0.1200,2.3890,1.3010,13.852
4947726,K06478.01,,FALSE POSITIVE,4.726086185,4.39793,41.38,0.0544,1032.0,267.96,5873.00,4.547,-0.2200,0.8630,0.9540,15.181
4948863,K06479.01,,FALSE POSITIVE,8.643550046,3.12730,38.21,0.0772,779.0,87.16,5679.00,4.605,-0.5000,0.7470,0.8490,15.414
8308516,K07880.01,,CANDIDATE,623.707740000,6.68800,1.81,1.4479,258.0,1.05,6626.00,4.347,-0.5600,1.1320,1.0390,13.379
5529501,K06592.01,,FALSE POSITIVE,1.519451820,2.95000,0.50,0.0268,1901.0,3080.82,6168.00,4.250,0.0200,1.3070,1.1050,12.585
5529560,K06593.01,,FALSE POSITIVE,0.759755409,2.73400,0.91,0.0172,2121.0,4773.08,6090.00,4.447,0.2100,1.0710,1.1730,15.259
5530881,K06594.01,,FALSE POSITIVE,5.082523739,5.04732,61.88,0.0589,1266.0,606.33,6507.00,4.343,-0.3800,1.1450,1.0490,13.508
5534476,K06595.01,,FALSE POSITIVE,1.025472710,1.99600,0.94,0.0222,2657.0,11800.82,6862.00,4.114,-0.1400,1.7120,1.3950,12.407
5534702,K06596.01,,FALSE POSITIVE,1.025465924,3.71841,106.84,0.0224,2710.0,12744.17,6700.00,4.041,-0.0800,1.8830,1.4240,13.821
5535280,K06597.01,,FALSE POSITIVE,74.985292949,6.23451,49.22,0.3482,425.0,7.69,5955.00,4.520,-0.1600,0.9100,0.9990,14.851
5552808,K06598.01,,CANDIDATE,10.952103610,1.50000,,,,,,,,,,11.969
5553624,K06599.01,,FALSE POSITIVE,25.762056721,14.86940,74.87,0.1680,604.0,31.48,5539.00,4.393,0.2100,1.0270,0.9500,14.231
5564082,K06600.01,,CANDIDATE,2.705816140,6.56000,0.69,0.0365,1356.0,799.75,5992.00,4.420,-0.4400,0.9610,0.8840,10.715
6543682,K06728.01,,FALSE POSITIVE,1.195516859,6.17216,75.54,0.0221,1715.0,2045.19,5780.00,4.438,0.0000,1.0000,1.0000,13.908
6545018,K06729.01,,FALSE POSITIVE,1.995728294,6.43532,45.20,0.0285,1409.0,928.82,5807.00,4.455,-0.6400,0.8610,0.7710,13.748
6548447,K06730.01,,FALSE POSITIVE,10.768391927,12.52520,52.80,0.0928,970.0,209.25,5226.00,3.970,0.0000,1.6430,0.9210,12.880
6551106,K06731.01,,CANDIDATE,3.846151710,2.24000,1.14,0.0488,1199.0,487.47,6106.00,4.487,-0.1600,0.9660,1.0430,15.256
6584167,K06732.01,,FALSE POSITIVE,0.733724504,2.20800,0.96,0.0154,2601.0,10830.96,6175.00,4.099,-0.6200,1.4050,0.9040,13.436
6584278,K06733.01,,CANDIDATE,1.289408230,3.65200,2.48,0.0286,3112.0,22119.66,5826.00,3.465,0.1800,4.1890,1.8650,13.897
6590726,K06734.01,,CANDIDATE,498.272690000,8.92000,2.12,1.2449,214.0,0.50,5618.00,4.514,0.2600,0.9320,1.0330,15.477
6591789,K06735.01,,FALSE POSITIVE,5.088407870,4.77204,55.30,0.0554,937.0,181.75,5618.00,4.583,-0.2800,0.7910,0.8840,15.353
6593363,K06736.01,,FALSE POSITIVE,18.527824075,5.88678,64.66,0.1465,1080.0,322.19,6154.00,3.793,-0.3400,2.3210,1.2190,12.893
7336754,K06861.01,,FALSE POSITIVE,12.155241119,6.84353,34.62,0.0969,788.0,91.20,5761.00,4.413,-0.4000,0.9320,0.8210,13.964
7345335,K06862.01,,CANDIDATE,11.049576600,2.13000,0.83,0.0895,738.0,70.24,5533.00,4.505,-0.3800,0.8190,0.7820,14.804
7350067,K06863.01,Kepler-1646 b,CONFIRMED,4.485592150,0.81610,0.95,0.0295,365.0,4.20,3236.00,5.097,0.0000,0.1930,0.1690,15.737
7362534,K06864.01,,FALSE POSITIVE,0.566789763,4.00800,0.40,0.0126,1984.0,3662.84,5799.00,4.600,-0.5800,0.7580,0.8360,13.767
7362632,K06865.01,,FALSE POSITIVE,0.566811926,4.18100,0.91,0.0132,2293.0,6584.06,6165.00,4.474,-0.4000,0.9420,0.9650,15.444
7365447,K06866.01,,FALSE POSITIVE,2.525386934,3.71613,67.24,0.0386,1701.0,1982.55,6826.00,4.337,-0.3400,1.2330,1.2110,14.340
7366036,K06867.01,,FALSE POSITIVE,0.566801506,1.73800,0.62,0.0135,2557.0,10156.53,6398.00,4.358,-0.3400,1.1110,1.0230,11.656
7366065,K06868.01,,FALSE POSITIVE,0.566803738,1.84810,1.13,0.0136,2450.0,8516.13,6300.00,4.404,-0.2600,1.0570,1.0280,14.313
8211521,K06992.01,,FALSE POSITIVE,1.694217710,4.16100,0.74,0.0251,1274.0,621.89,5402.00,4.591,-0.5600,0.7170,0.7310,15.041
8227086,K06993.01,,CANDIDATE,13.808633100,3.61300,1.09,0.1038,659.0,44.50,5515.00,4.568,-0.4400,0.7610,0.7820,15.567
8227464,K06994.01,,CANDIDATE,4.259078410,4.51300,0.70,0.0504,1253.0,583.12,5560.00,4.173,0.1000,1.3160,0.9420,12.832
8229048,K06995.01,,FALSE POSITIVE,2.739477089,3.18229,50.48,0.0395,1475.0,1120.19,6469.00,4.431,-0.3200,1.0560,1.0950,13.636
8231877,K06996.01,,FALSE POSITIVE,1.307761491,2.22271,29.17,0.0203,1298.0,671.75,5112.00,4.596,-0.6400,0.6730,0.6510,14.932
8234477,K06997.01,,FALSE POSITIVE,4.028671454,8.12253,52.42,0.0535,1492.0,1169.87,6327.00,4.168,0.0200,1.5280,1.2520,13.775
8240109,K06998.01,,FALSE POSITIVE,2.301187530,7.82160,140.23,0.0423,2783.0,14194.09,7970.00,3.871,-0.2000,2.6520,1.9060,13.489
8240861,K06999.01,,FALSE POSITIVE,0.449249224,4.75650,95.83,0.0117,2941.0,17801.78,6338.00,4.239,-0.2200,1.2990,1.0650,15.282
9049010,K07127.01,,FALSE POSITIVE,0.687004402,3.82900,2.89,0.0170,3535.0,36888.80,6240.00,3.684,-0.3200,2.8030,1.3850,13.316
9083503,K07128.01,,FALSE POSITIVE,0.918399380,4.47900,1.00,0.0174,1558.0,1389.28,5222.00,4.556,-0.0400,0.7950,0.8280,15.908
9085039,K07129.01,,CANDIDATE,64.198372100,0.93400,1.74,0.3034,506.0,15.49,6088.00,4.329,-0.4600,1.0770,0.9010,13.839
9093566,K07130.01,,FALSE POSITIVE,0.943562840,5.72100,0.76,0.0227,3176.0,23945.42,7693.00,4.083,0.0400,1.9840,1.7370,12.749
9098590,K07131.01,,FALSE POSITIVE,2.243569483,4.14769,21.11,0.0310,1364.0,817.05,6081.00,4.526,-1.0000,0.8010,0.7860,14.965
9098810,K07132.01,,FALSE POSITIVE,8.258181993,3.91220,58.19,0.0743,809.0,101.33,5306.00,4.445,-0.0600,0.8880,0.8020,13.448
9099773,K07133.01,,CANDIDATE,82.784820000,7.52000,2.16,0.3793,501.0,14.88,5749.00,4.123,0.1600,1.4800,1.0590,14.909
9101208,K07134.01,,FALSE POSITIVE,1.811390530,8.64000,14.47,0.0291,1466.0,1092.69,5941.00,4.519,-0.1400,0.9110,1.0010,15.372
9943009,K07258.01,,CANDIDATE,2.437643800,1.58700,0.79,0.0368,1686.0,1909.13,5927.00,4.117,0.1200,1.5300,1.1180,12.660
9944201,K07259.01,,CANDIDATE,0.721522907,1.45210,11.04,0.0134,1475.0,1115.99,4893.00,4.634,-0.7000,0.6250,0.6140,15.069
9944421,K07260.01,,FALSE POSITIVE,7.095205430,3.69044,50.23,0.0688,813.0,103.28,5481.00,4.592,-0.2200,0.7780,0.8710,15.137
9945280,K07261.01,,FALSE POSITIVE,0.651731691,2.46020,71.90,0.0142,2604.0,10815.86,5791.00,4.052,-0.3800,1.4720,0.8900,13.879
9953736,K07262.01,,FALSE POSITIVE,0.508187430,3.43300,1.26,0.0144,3274.0,27312.92,7141.00,4.243,0.2100,1.5600,1.5580,13.313
9958053,K07263.01,,FALSE POSITIVE,2.733989630,1.52000,,,,25373.90,,,,,,11.727
9959093,K07264.01,,CANDIDATE,19.164449800,3.55300,1.83,0.1538,988.0,225.26,5877.00,3.860,0.2000,2.2340,1.3190,13.314
9963009,K07265.01,,FALSE POSITIVE,40.069674617,9.35640,27.38,0.2376,588.0,28.20,5911.00,4.321,0.2200,1.2070,1.1120,14.458
8545603,K07893.01,,FALSE POSITIVE,55.884827000,2.28300,2.11,0.2828,438.0,8.70,5668.00,4.545,-0.0200,0.8680,0.9630,15.873
10976412,K07393.01,,FALSE POSITIVE,3.759384750,1.18800,3.10,0.0452,1677.0,1868.97,4976.00,3.534,-0.3000,2.6380,0.8680,12.917
10979716,K07394.01,,FALSE POSITIVE,10.684047700,3.51500,26.43,0.0779,444.0,9.21,3887.00,4.743,-0.1000,0.5230,0.5530,15.774
10982373,K07395.01,,FALSE POSITIVE,2.002808450,1.22000,,,,15763.18,,,,,,11.696
10987439,K07396.01,,FALSE POSITIVE,10.674598360,3.82706,68.58,0.1039,1083.0,325.55,6496.00,4.212,0.1000,1.4850,1.3120,10.810
10989032,K07397.01,,FALSE POSITIVE,2.305097141,1.93780,89.22,0.0438,2753.0,13581.41,8851.00,4.085,0.0700,2.1780,2.1060,13.866
10991989,K07398.01,,FALSE POSITIVE,0.974477904,2.69834,618.37,0.0293,5205.0,172916.96,5210.00,2.631,0.2100,15.0040,3.5120,10.282
10992733,K07399.01,,FALSE POSITIVE,18.525917446,5.90560,64.42,0.1361,618.0,34.58,5492.00,4.533,0.2000,0.8870,0.9780,15.124
11019739,K07400.01,,CANDIDATE,4.157364720,2.21700,1.09,0.0471,931.0,178.03,5183.00,4.558,-0.0800,0.7820,0.8060,15.517
12356746,K07525.01,,FALSE POSITIVE,0.502454299,2.31547,43.95,0.0121,2336.0,7025.25,6134.00,4.498,-0.4800,0.9010,0.9320,13.532
12356914,K07526.01,,FALSE POSITIVE,27.308150159,4.43906,47.06,0.1611,523.0,17.75,5541.00,4.574,-0.6000,0.7390,0.7470,15.529
12365000,K07527.01,,FALSE POSITIVE,1.262742487,1.74330,134.45,0.0263,2548.0,9925.41,5273.00,3.621,0.0600,3.1500,1.5110,13.573
12365015,K07528.01,,FALSE POSITIVE,0.595864630,1.50000,,,,931.51,,,,,,14.343
12367017,K07529.01,,FALSE POSITIVE,1.222127938,2.26130,30.32,0.0208,1470.0,1107.41,5157.00,4.465,0.0800,0.8700,0.8060,14.730
12367310,K07530.01,,FALSE POSITIVE,8.627475562,4.65505,188.55,0.1002,1446.0,1031.92,5146.00,3.475,0.2800,4.0630,1.7950,13.835
12403968,K07531.01,,FALSE POSITIVE,0.589753355,0.60600,1.03,0.0125,1760.0,2262.14,5414.00,4.648,-0.6200,0.6780,0.7590,15.832
12418662,K07532.01,,FALSE POSITIVE,2.751566365,5.24030,42.98,0.0364,1171.0,445.35,5461.00,4.497,-0.1000,0.8610,0.8510,15.311
12418816,K07533.01,,FALSE POSITIVE,0.760935268,2.77023,35.68,0.0132,1285.0,640.66,4675.00,4.740,-1.5200,0.5110,0.5230,12.402
8709688,K03019.02,,CANDIDATE,2.012094000,2.15700,0.99,0.0309,1523.0,1274.27,5633.00,4.296,0.1600,1.1620,0.9730,14.927
9959492,K03051.02,,FALSE POSITIVE,1.332587720,5.18700,1.13,0.0234,1825.0,2625.26,5576.00,4.201,0.1600,1.2890,0.9630,15.276
2716801,K03053.02,,CANDIDATE,9.476705700,3.89300,1.38,0.0879,841.0,118.13,5911.00,4.519,-0.1000,0.9140,1.0060,15.761
3230805,K03068.02,,CANDIDATE,6.651714590,2.32500,0.84,0.0628,713.0,61.01,4889.00,4.637,-0.2200,0.6860,0.7590,14.976
11810124,K03344.03,,CANDIDATE,208.543350000,9.85100,2.84,0.6732,321.0,2.52,5533.00,4.275,0.1600,1.1660,0.9340,15.254
9349757,K03348.02,,CANDIDATE,17.718978600,4.10200,1.44,0.1304,713.0,61.01,5566.00,4.329,0.1400,1.0990,0.9380,15.246
3219037,K03395.02,,CANDIDATE,5.039585100,4.55600,0.78,0.0552,1067.0,306.35,5912.00,4.453,-0.3800,0.9240,0.8840,14.634
9117416,K03425.03,,CANDIDATE,7.643703630,2.73800,1.85,0.0819,1334.0,748.70,6120.00,3.934,0.0200,2.0000,1.2510,13.266
3558803,K06345.01,,FALSE POSITIVE,1.353414369,13.41600,216.31,0.0300,3617.0,40561.50,4850.00,2.865,0.1000,8.5860,1.9690,12.318
3634169,K06346.01,,FALSE POSITIVE,2.959063700,28.81000,0.65,0.0403,1564.0,1415.74,6192.00,4.195,-0.3200,1.3220,0.9990,12.913
3644174,K06347.01,,FALSE POSITIVE,1.806631432,1.10200,1.05,0.0257,1059.0,297.98,4606.00,4.591,-0.0400,0.6990,0.6960,15.278
3655326,K06348.01,,FALSE POSITIVE,15.066491533,6.28520,88.56,0.1206,932.0,177.96,5751.00,4.028,-0.0400,1.6260,1.0280,14.213
3656322,K06349.01,,FALSE POSITIVE,1.831829703,7.28900,49.38,0.0273,2078.0,4410.65,5269.00,3.667,-0.7400,2.1830,0.8060,13.061
3656700,K06350.01,,FALSE POSITIVE,0.738527259,1.21740,49.08,0.0175,2978.0,18549.81,5869.00,3.825,0.0400,2.3130,1.3020,12.997
3659940,K06351.01,,FALSE POSITIVE,0.896270930,2.20330,43.47,0.0172,1733.0,2129.33,5551.00,4.493,-0.2000,0.8610,0.8420,15.261
3663494,K06352.01,,CANDIDATE,5.116836780,3.11900,1.16,0.0582,1039.0,275.15,5955.00,4.520,-0.1600,0.9100,0.9990,15.221
4949027,K06480.01,,FALSE POSITIVE,1.061003270,1.67500,0.94,0.0207,1793.0,2443.69,5966.00,4.493,-0.0200,0.9610,1.0490,15.140
4949214,K06481.01,,FALSE POSITIVE,0.922030594,4.36700,49.63,0.0196,2194.0,5474.27,6484.00,4.386,-0.1200,1.1530,1.1780,14.351
4950341,K06482.01,,FALSE POSITIVE,611.092990000,15.22000,1.53,1.4167,215.0,0.51,6032.00,4.508,-0.1800,0.9290,1.0140,13.604
4950557,K06483.01,,FALSE POSITIVE,24.714790706,5.06776,112.24,0.1772,901.0,155.67,6300.00,3.982,-0.1200,1.8620,1.2140,12.526
4995716,K06484.01,,CANDIDATE,16.119144900,3.03900,1.34,0.1125,619.0,34.70,5319.00,4.514,-0.3800,0.7830,0.7290,15.696
5000179,K06485.01,,FALSE POSITIVE,3.632934700,2.30000,,,,10830.20,,,,,,13.758
5017058,K06486.01,,FALSE POSITIVE,1.161947482,4.46886,68.69,0.0232,2174.0,5300.40,6225.00,4.204,0.1200,1.4570,1.2420,13.140
5018787,K06487.01,,FALSE POSITIVE,0.607191908,1.30166,12.44,0.0122,1759.0,2251.28,5370.00,4.598,-0.9200,0.6710,0.6490,15.428
8345473,K07881.01,,FALSE POSITIVE,2.250207300,2.20300,19.94,0.0382,3637.0,41377.92,4507.00,2.391,0.1000,12.7870,1.4670,11.946
5597361,K06601.01,,CANDIDATE,17.992597300,2.76200,1.62,0.1330,748.0,73.97,5931.00,4.351,-0.1400,1.0870,0.9670,14.604
5598639,K06602.01,,FALSE POSITIVE,0.648775795,4.34648,41.58,0.0136,1714.0,2038.54,5143.00,4.559,-0.0800,0.7760,0.7960,10.201
5610698,K06603.01,,FALSE POSITIVE,4.132521615,12.49490,93.10,0.0518,1628.0,1660.29,6567.00,4.045,-0.5200,1.6360,1.0840,13.894
5616489,K06604.01,,FALSE POSITIVE,410.885270000,24.10000,200346.00,1.5122,774.0,84.63,5015.00,2.340,-0.5000,18.4890,2.7250,12.962
5617510,K06605.01,,CANDIDATE,74.371666000,12.59000,2.39,0.3445,767.0,81.88,6865.00,3.742,-2.0200,2.2110,0.9830,11.319
5621294,K06606.01,,FALSE POSITIVE,0.938905082,5.00453,205.64,0.0237,4281.0,79148.54,8615.00,3.784,-0.2200,3.0030,2.0020,13.613
5621299,K06607.01,,FALSE POSITIVE,0.938915320,2.13400,1.13,0.0210,2667.0,11944.88,6534.00,4.074,0.0600,1.7970,1.3950,13.910
5622250,K06608.01,,FALSE POSITIVE,16.294213708,6.01687,68.05,0.1322,929.0,176.22,6237.00,4.145,0.0200,1.5080,1.1560,14.203
5632781,K06609.01,,FALSE POSITIVE,11.025202050,12.80970,164.02,0.0977,1294.0,663.18,6047.00,3.724,-0.8800,2.3000,1.0210,12.113
6594972,K06737.01,,FALSE POSITIVE,10.819169459,5.50262,67.76,0.0946,850.0,123.51,5955.00,4.429,-0.2000,0.9910,0.9610,14.342
6595662,K06738.01,,FALSE POSITIVE,2.680514453,3.21178,48.86,0.0373,1431.0,989.89,6038.00,4.356,-0.2600,1.0760,0.9580,14.746
6603765,K06739.01,,CANDIDATE,19.164111000,2.77300,1.11,0.1269,519.0,17.12,5103.00,4.650,-0.4000,0.6740,0.7470,15.455
6606282,K06740.01,,FALSE POSITIVE,1.053573674,1.70116,299.87,0.0263,4319.0,81969.77,5838.00,3.038,-0.5000,7.3850,2.1720,12.970
6606669,K06741.01,,FALSE POSITIVE,0.970085646,1.12900,18.65,0.0241,5119.0,162048.58,4555.00,2.346,0.1000,15.6300,1.9740,12.026
6607610,K06742.01,,FALSE POSITIVE,63.520175250,17.17590,77.10,0.3699,745.0,72.92,4938.00,3.388,0.3400,4.3300,1.6690,14.985
6610219,K06743.01,,FALSE POSITIVE,11.300987626,10.51990,97.12,0.1024,1019.0,254.84,6143.00,4.165,-0.0200,1.4480,1.1180,13.203
6610433,K06744.01,,FALSE POSITIVE,0.920987470,2.04000,,,,27890.55,,,,,,10.206
7368103,K06869.01,,FALSE POSITIVE,2.182515126,6.84130,128.15,0.0405,2703.0,12627.67,8051.00,3.966,-0.1400,2.3470,1.8560,13.419
7369523,K06870.01,,FALSE POSITIVE,2.659418888,6.98414,61.52,0.0376,1352.0,789.69,6156.00,4.500,-0.3200,0.9320,1.0000,14.905
7376982,K06871.01,,FALSE POSITIVE,2.316106740,3.34700,0.70,0.0347,1559.0,1393.98,6025.00,4.300,-0.0400,1.1930,1.0360,13.608
7381580,K06872.01,,CANDIDATE,13.516470800,2.62800,0.88,0.1036,645.0,40.81,5442.00,4.600,-0.3400,0.7470,0.8110,15.087
7381695,K06873.01,,FALSE POSITIVE,0.948683571,1.67600,1.12,0.0186,1665.0,1815.32,5576.00,4.556,0.0200,0.8520,0.9530,15.800
7385387,K06874.01,,FALSE POSITIVE,1.655460560,3.52000,0.90,0.0266,1331.0,743.75,5438.00,4.574,0.0200,0.8200,0.9200,15.876
7385478,K06875.01,,FALSE POSITIVE,1.655472351,5.09197,125.25,0.0295,2546.0,9914.08,6725.00,3.860,-0.5200,2.1710,1.2470,11.471
7421876,K06876.01,,FALSE POSITIVE,4.502790370,6.72000,,,,1017.15,,,,,,11.606
8243263,K07000.01,,FALSE POSITIVE,1.759276227,3.19585,40.79,0.0307,1861.0,2828.82,6656.00,4.351,-0.0800,1.2320,1.2480,12.984
